,Unnamed: 0,HostCorrectedName,ParasiteCorrectedName,Arthropod,Bacteria,Protozoa,Fungus,Virus,Helminth,NoEntry,Vector,Direct,Indirect,Sexual,Vertical,CloseT,Nonclose,Intermediate,WtAvgPrevalence,Citation,Parasite_type,transmission_type
182,182,Aotus azarae,Hymenolepis diminuta,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.023,1,Helminth,Indirect-Intermediate
183,183,Aotus azarae,Isospora sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.453,1,Protozoa,Direct
184,184,Aotus azarae,Mansonella sp.,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
185,185,Aotus azarae,Phaneropsolus orbicularis,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.005,1,Helminth,Indirect-Intermediate
186,186,Aotus azarae,Plasmodium brasilianum,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.083,1,Protozoa,Vector-Indirect
187,187,Aotus azarae,Primasubulura jacchi,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,1,Helminth,Direct-CloseT
188,188,Aotus azarae,Prosthenorchis elegans,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
189,189,Aotus azarae,Strongyloides sp.,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.302,1,Helminth,Direct-Indirect-Nonclose
190,190,Aotus azarae,Taenia sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.019,1,Helminth,Indirect-Intermediate
191,191,Aotus azarae,Tetragynopus aotophilus,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
192,192,Aotus azarae,Tetrapetalonema nicollei,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
193,193,Aotus azarae,Trypanosoma cruzi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.1,1,Protozoa,Vector-Indirect
194,194,Aotus azarae,Trypanosoma minasense,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.05,1,Protozoa,Vector-Indirect
195,195,Aotus azarae,Trypanoxyuris microon,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,,1,Helminth,Direct-CloseT-Nonclose
196,196,Aotus azarae,Uncinaria sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.17,1,Helminth,Direct-Nonclose
197,197,Aotus sp.,Athesmia heterolecithodes,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
198,198,Aotus sp.,Cuterebra sp.,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Arthropod,Direct-Nonclose
199,199,Aotus sp.,Dermatobia sp.,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Arthropod,Direct-Nonclose
200,200,Aotus sp.,Dipetalonema gracile,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
201,201,Aotus sp.,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.01,1,Virus,Vector-Indirect
202,202,Aotus sp.,Gyropus ovalis,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
203,203,Aotus sp.,Molineus torulosus,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,,2,Helminth,Direct-Nonclose
204,204,Aotus sp.,Phaneropsolus orbicularis,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
205,205,Aotus sp.,Primasubulura jacchi,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,1,Helminth,Direct-CloseT
206,206,Aotus sp.,Trypanosoma cruzi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,1,Protozoa,Vector-Indirect
207,207,Aotus sp.,Trypanoxyuris microon,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.547,1,Helminth,Direct-CloseT-Nonclose
208,208,Aotus sp.,Zonorchis goliath,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
209,209,Aotus trivirgatus,Alouattamyia baeri,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Arthropod,Direct-Nonclose
210,210,Aotus trivirgatus,Ascaris sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.4,1,Helminth,Direct-Nonclose
211,211,Aotus trivirgatus,Cyclophyllidea sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
212,212,Aotus trivirgatus,Dipetalonema barbascalensis,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,,1,Helminth,Vector-Indirect
213,213,Aotus trivirgatus,Dipetalonema gracile,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,,2,Helminth,Vector-Indirect
214,214,Aotus trivirgatus,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.03,1,Virus,Vector-Indirect
215,215,Aotus trivirgatus,Hepatovirus Hepatitis A,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0.01,1,Virus,Direct-CloseT-Nonclose
216,216,Aotus trivirgatus,Hymenolepis diminuta,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.017,1,Helminth,Indirect-Intermediate
217,217,Aotus trivirgatus,Iodamoeba butschlii,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.4,1,Protozoa,Direct-CloseT-Nonclose
218,218,Aotus trivirgatus,Mansonella marmosetae,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
219,219,Aotus trivirgatus,Plasmodium brasilianum,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
220,220,Aotus trivirgatus,Protospirura muricola,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
221,221,Aotus trivirgatus,Salmonella enterica,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0.00497512,1,Bacteria,Direct-CloseT-Nonclose
222,222,Aotus trivirgatus,Schistosoma mansoni,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.2,1,Helminth,Indirect-Intermediate
223,223,Aotus trivirgatus,Strongyloides sp.,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.2,1,Helminth,Direct-Indirect-Nonclose
224,224,Aotus trivirgatus,Trypanosoma minasense,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0.2,2,Protozoa,Vector-Indirect
225,225,Aotus trivirgatus,Trypanoxyuris microon,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,,2,Helminth,Direct-CloseT-Nonclose
226,226,Arctocebus calabarensis,Trypanosoma brucei,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.333,1,Protozoa,Vector-Indirect
227,227,Arctocebus calabarensis,Trypanosoma congolese,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.333,1,Protozoa,Vector-Indirect
228,228,Ateles belzebuth,Blastocystis hominis,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.09,1,Protozoa,Direct-CloseT-Nonclose
229,229,Ateles belzebuth,Chilomastix mesnili,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.09,1,Protozoa,Direct-CloseT-Nonclose
230,230,Ateles belzebuth,Iodamoeba butschlii,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.182,1,Protozoa,Direct-CloseT-Nonclose
231,231,Ateles belzebuth,Leptospira sp.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,Bacteria,Direct
232,232,Ateles belzebuth,Strongyloides sp.,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.364,1,Helminth,Direct-Indirect-Nonclose
233,233,Ateles belzebuth,Trichuris trichiura,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.182,1,Helminth,Direct-Nonclose
234,234,Ateles belzebuth,Trypanosoma cruzi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
235,235,Ateles belzebuth,Trypanoxyuris atelophora,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,,1,Helminth,Direct-CloseT-Nonclose
236,236,Ateles fusciceps,Ascaris lumbricoides,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
237,237,Ateles fusciceps,Dipetalonema gracile,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0.5,2,Helminth,Vector-Indirect
238,238,Ateles fusciceps,Mansonella atelensis,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0.778,2,Helminth,Vector-Indirect
239,239,Ateles fusciceps,Mansonella marmosetae,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.023,1,Helminth,Vector-Indirect
240,240,Ateles fusciceps,Necator americanus,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
241,241,Ateles fusciceps,Plasmodium brasilianum,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
242,242,Ateles fusciceps,Protospirura muricola,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
243,243,Ateles fusciceps,Trypanosoma cruzi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.01,1,Protozoa,Vector-Indirect
244,244,Ateles fusciceps,Trypanosoma minasense,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.02,1,Protozoa,Vector-Indirect
245,245,Ateles fusciceps,Trypanoxyuris sp.,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,,1,Helminth,Direct-CloseT-Nonclose
246,246,Ateles geoffroyi,Ascaris sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
247,247,Ateles geoffroyi,Controrchis biliophilus,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.060277108,1,Helminth,Indirect-Intermediate
248,248,Ateles geoffroyi,Dipetalonema gracile,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,1,2,Helminth,Vector-Indirect
249,249,Ateles geoffroyi,Flavivirus Yellow Fever,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0.326923077,1,Virus,Vector-Indirect
250,250,Ateles geoffroyi,Mansonella atelensis,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0.75,3,Helminth,Vector-Indirect
251,251,Ateles geoffroyi,Mansonella marmosetae,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,,2,Helminth,Vector-Indirect
252,252,Ateles geoffroyi,Plasmodium brasilianum,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
253,253,Ateles geoffroyi,Strongyloides fuelleborni,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,,1,Helminth,Direct-Indirect-Nonclose
254,254,Ateles geoffroyi,Trypanosoma cruzi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
255,255,Ateles geoffroyi,Trypanosoma minasense,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
256,256,Ateles geoffroyi,Trypanoxyuris atelis,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,0.189216216,1,Helminth,Direct-CloseT-Nonclose
257,257,Ateles geoffroyi,Trypanoxyuris atelophora,0,0,0,0,0,5,0,0,5,0,0,0,5,5,0,0.108130631,2,Helminth,Direct-CloseT-Nonclose
258,258,Ateles paniscus,Alphavirus Eastern equine encephalitis virus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.12,1,Virus,Vector-Indirect
259,259,Ateles paniscus,Balantidium coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,1,Protozoa,Direct-CloseT-Nonclose
260,260,Ateles paniscus,Dipetalonema caudispina,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
261,261,Ateles paniscus,Dipetalonema gracile,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,,3,Helminth,Vector-Indirect
262,262,Ateles paniscus,Dipetalonema yatesi,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
263,263,Ateles paniscus,Flavivirus St. Louis encephalitis,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.12,1,Virus,Vector-Indirect
264,264,Ateles paniscus,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.12,1,Virus,Vector-Indirect
265,265,Ateles paniscus,Histoplasma capsulatum,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.16,1,Fungus,Indirect-Nonclose
266,266,Ateles paniscus,Leptospira interrogans,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.12,1,Bacteria,Direct-Nonclose
267,267,Ateles paniscus,Plasmodium brasilianum,0,0,9,0,0,0,0,9,0,9,0,0,0,0,0,0.23130303,7,Protozoa,Vector-Indirect
268,268,Ateles paniscus,Strongyloides sp.,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.25,1,Helminth,Direct-Indirect-Nonclose
269,269,Ateles paniscus,Trypanosoma advieri,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
270,270,Ateles paniscus,Trypanosoma cruzi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
271,271,Ateles paniscus,Trypanosoma lesourdi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
272,272,Ateles paniscus,Trypanosoma minasense,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.06,2,Protozoa,Vector-Indirect
273,273,Ateles paniscus,Trypanoxyuris atelis,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,,3,Helminth,Direct-CloseT-Nonclose
274,274,Ateles sp.,Dipetalonema caudispina,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
275,275,Ateles sp.,Dipetalonema gracile,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
276,276,Ateles sp.,Flavivirus St. Louis encephalitis,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
277,277,Ateles sp.,Flavivirus Yellow Fever,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0.201265823,4,Virus,Vector-Indirect
278,278,Ateles sp.,Ixodes loricatus,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,,1,Arthropod,Direct-Indirect-Nonclose
279,279,Ateles sp.,Mansonella marmosetae,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
280,280,Ateles sp.,Orthobunyavirus Simbu orthobunyavirus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
281,281,Ateles sp.,Physaloptera multiuteri,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,,1,Helminth,Indirect-Intermediate
282,282,Ateles sp.,Strongyloides cebus,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,,1,Helminth,Direct-Indirect-Nonclose
283,283,Ateles sp.,Trypanosoma cruzi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
284,284,Ateles sp.,Trypanoxyuris atelis,0,0,0,0,0,5,0,0,5,0,0,0,5,5,0,,2,Helminth,Direct-CloseT-Nonclose
285,285,Ateles sp.,Vesiculovirus New Jersey vesiculovirus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
286,286,Avahi laniger,Dipetalonema petteri,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
287,287,Avahi laniger,Enterococcus sp.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Bacteria,Direct-Nonclose
288,288,Avahi laniger,Haemaphysalis lemuris,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0.14034375,2,Arthropod,Direct-Nonclose
289,289,Avahi laniger,Lemurostrongylus sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.167,1,Helminth,Direct-Nonclose
290,290,Avahi laniger,Liponysella madagascariensis,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.032,1,Arthropod,Direct-CloseT-Nonclose
291,291,Avahi laniger,Norovirus sp.,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,1,1,Virus,Direct-CloseT-Nonclose
292,292,Avahi laniger,Parabronema sp.,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.067,1,Helminth,Vector-Indirect
293,293,Avahi laniger,Pararhabdonema longistriata,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
294,294,Avahi laniger,Phtirpediculus avahidis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Arthropod,
295,295,Avahi laniger,Staphylococcus sp.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,Bacteria,Direct
296,296,Avahi laniger,Trichophilopterus babakotophilus,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.065,1,Arthropod,Direct-CloseT
297,297,Brachyteles arachnoides,Cebidicola armatus,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
298,298,Brachyteles arachnoides,Entamoeba hartmanni,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.08,1,Protozoa,Direct-CloseT-Nonclose
299,299,Brachyteles arachnoides,Graphidiodes berlai,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.8,1,Helminth,Indirect-Intermediate
300,300,Brachyteles arachnoides,Plasmodium brasilianum,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.096,2,Protozoa,Vector-Indirect
301,301,Brachyteles arachnoides,Plasmodium simium,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.04,2,Protozoa,Vector-Indirect
302,302,Brachyteles arachnoides,Strongyloides cebus,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0.608461538,1,Helminth,Direct-Indirect-Nonclose
303,303,Brachyteles arachnoides,Trypanoxyuris brachytelesi,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,0.111764706,3,Helminth,Direct-CloseT-Nonclose
304,304,Brachyteles sp.,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.14,1,Virus,Vector-Indirect
305,305,Cacajao calvus,Bunostomum sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
306,306,Cacajao calvus,Plasmodium brasilianum,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.5,2,Protozoa,Vector-Indirect
307,307,Cacajao calvus,Trypanosoma cruzi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
308,308,Cacajao calvus,Trypanoxyuris sp.,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.111,1,Helminth,Direct-CloseT-Nonclose
309,309,Cacajao sp.,Trypanosoma cruzi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
310,310,Callicebus moloch,Chilomastix mesnili,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,1,Protozoa,Direct-CloseT-Nonclose
311,311,Callicebus moloch,Linguatula leptocephalus,2,0,0,0,0,0,0,0,0,2,0,0,2,2,2,,1,Arthropod,Indirect-CloseT-Nonclose-Intermediate
312,312,Callicebus moloch,Plasmodium brasilianum,0,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0.04,5,Protozoa,Vector-Indirect
313,313,Callicebus moloch,Plasmodium falciparum,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
314,314,Callicebus moloch,Prosthenorchis elegans,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
315,315,Callicebus moloch,Trypanosoma cruzi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
316,316,Callicebus moloch,Trypanosoma devei,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
317,317,Callicebus moloch,Trypanosoma minasense,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,,3,Protozoa,Vector-Indirect
318,318,Callicebus moloch,Trypanosoma rangeli,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
319,319,Callicebus moloch,Trypanoxyuris callicebi,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,,3,Helminth,Direct-CloseT-Nonclose
320,320,Callicebus personatus,Trypanosoma cruzi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
321,321,Callicebus sp.,Flavivirus Yellow Fever,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0.28,2,Virus,Vector-Indirect
322,322,Callicebus sp.,Plasmodium brasilianum,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.204827586,1,Protozoa,Vector-Indirect
323,323,Callicebus torquatus,Plasmodium brasilianum,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0.285714286,3,Protozoa,Vector-Indirect
324,324,Callicebus torquatus,Trypanosoma lambrechti,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
325,325,Callicebus torquatus,Trypanoxyuris croizati,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,,2,Helminth,Direct-CloseT-Nonclose
326,326,Callimico goeldii,Isospora endocallimici,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,1,Protozoa,Direct-Nonclose
327,327,Callimico goeldii,Platynosomum amazonensis,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,,1,Helminth,Indirect-Intermediate
328,328,Callimico goeldii,Sparganum sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
329,329,Callimico goeldii,Strigea sp.,0,0,0,0,0,32,0,0,0,32,0,0,0,0,32,,1,Helminth,Indirect-Intermediate
330,330,Callimico goeldii,Trypanoxyuris goeldii,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,,1,Helminth,Direct-CloseT-Nonclose
331,331,Callithrix argentata,Alphavirus Mayaro virus,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0.26,2,Virus,Vector-Indirect
332,332,Callithrix argentata,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.04,1,Virus,Vector-Indirect
333,333,Callithrix argentata,Mansonella marmosetae,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
334,334,Callithrix argentata,Primasubulura jacchi,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,1,Helminth,Direct-CloseT
335,335,Callithrix argentata,Trypanosoma cruzi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.25,2,Protozoa,Vector-Indirect
336,336,Callithrix argentata,Trypanosoma devei,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Protozoa,Vector-Indirect
337,337,Callithrix jacchus,Armillifer sp.,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,1,Arthropod,Indirect-Nonclose-Intermediate
338,338,Callithrix jacchus,Athesmia foxi,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,,1,Helminth,Indirect-Intermediate
339,339,Callithrix jacchus,Filariopsis barretoi,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,,2,Helminth,Indirect-Intermediate
340,340,Callithrix jacchus,Flavivirus Yellow Fever,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0.032757266,3,Virus,Vector-Indirect
341,341,Callithrix jacchus,Fonsecalges johnjadini,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
342,342,Callithrix jacchus,Leipertrema foxi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
343,343,Callithrix jacchus,Mansonella marmosetae,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
344,344,Callithrix jacchus,Molineus vexillarius,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
345,345,Callithrix jacchus,Necator americanus,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
346,346,Callithrix jacchus,Oncicola spirula,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
347,347,Callithrix jacchus,Platynosomum amazonensis,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
348,348,Callithrix jacchus,Primasubulura jacchi,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,,1,Helminth,Direct-CloseT
349,349,Callithrix jacchus,Prosthenorchis elegans,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,,3,Helminth,Indirect-Intermediate
350,350,Callithrix jacchus,Sarcocystis elegans,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,1,Protozoa,Direct-Nonclose
351,351,Callithrix jacchus,Toxoplasma gondii,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.167,1,Protozoa,Indirect-Intermediate
352,352,Callithrix jacchus,Trichospirura leptostoma,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,,1,Helminth,Vector-Indirect
353,353,Callithrix jacchus,Trypanosoma cruzi,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,,2,Protozoa,Vector-Indirect
354,354,Callithrix jacchus,Trypanosoma minasense,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,,3,Protozoa,Vector-Indirect
355,355,Callithrix jacchus,Trypanoxyuris callithricis,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,,3,Helminth,Direct-CloseT-Nonclose
356,356,Callithrix sp.,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.05,1,Virus,Vector-Indirect
357,357,Callithrix sp.,Primasubulura jacchi,0,0,0,0,0,12,0,0,12,0,0,0,12,0,0,0.576988235,2,Helminth,Direct-CloseT
358,358,Callithrix sp.,Prosthenorchis sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.387692308,1,Helminth,Indirect-Intermediate
359,359,Cebuella pygmaea,Filariopsis cebuellaa,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
360,360,Cebuella pygmaea,Primasubulura jacchi,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,1,Helminth,Direct-CloseT
361,361,Cebuella pygmaea,Trichospirura leptostoma,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
362,362,Cebuella pygmaea,Trypanosoma cruzi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
363,363,Cebuella pygmaea,Trypanosoma minasense,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.22,1,Protozoa,Vector-Indirect
364,364,Cebus albifrons,Capillaria sp.,0,0,0,0,0,2,0,0,2,2,0,0,0,2,2,,2,Helminth,Direct-Indirect-Nonclose-Intermediate
